health,fatigue,alcohol,emotion,safety_knowledge,experience,skill,accident_history,violation_history,distance,stay_time,overlap,authorized,ppe_fastened,protection_eff,hazard_type,impact_range,stability_margin,device_abnormality,sensor_coverage,alarm_effect,wind_speed,illumination,Label
0.531290977,0.13659245,否,0.640597048,0.753102155,7.556611305,初级,1次,无,23.6535658,28.60464579,0.138633108,否,是,0.657715771,配电箱,0.652177383,0.637017089,0.580041509,0.712669949,0.443917977,2.77950759,0.592327222,高风险
0.469209337,0.305014983,否,0.826977643,0.973340193,12.0652304,中级,无,无,21.27017063,53.75395561,0.399797458,是,是,0.646441066,塔吊,54.29899431,0.613229461,0,0.870591376,0.408688451,1.097809265,0.55717653,低风险
0.753301432,0.319635764,否,0.832496723,0.81041332,12.64350342,初级,无,1次,15.55807053,20.91032414,0.209160307,否,是,0.354998475,塔吊,72.19230647,0.667373394,1.80963E-12,0.874865656,0.555944351,1.230310969,0.843906891,高风险
0.212920292,0.498854398,否,0.761703039,0.903159447,26.73188012,中级,无,无,18.17140333,14.06029529,0.030356254,是,是,0.60566389,配电箱,16.04501974,0.552931737,0.381902765,0.740048932,0.839863022,1.976291693,0.583847228,无风险
0.498238963,0.256066262,否,0.633021823,0.676680437,24.33596908,中级,1次,≥2次,11.00617716,43.28949338,0.22183592,是,是,0.739222876,高支模,4.643641821,0.574108696,0.35473706,0.897214176,0.620669035,1.269524697,0.602611951,中风险
0.221695482,0.295079582,否,0.633116222,0.881438882,19.30779453,中级,1次,无,21.03018533,24.49385382,0.04962638,是,是,0.539453492,高支模,0.333592974,0.749460966,0.062298299,0.742726655,0.306568467,1.994859965,0.270470014,无风险
0.386674177,0.285879385,否,0.658161105,0.675887532,3.432116654,高级,无,无,14.27535927,26.00788794,0.084589855,是,否,0.303195861,深基坑,3.103796417,0.047964942,0.029945128,0.784932981,0.663491378,1.976316524,0.668083883,高风险
0.534863533,0.188757185,否,0.731993819,0.872254704,13.37472049,高级,无,≥2次,20.61124313,29.87302298,0.102218584,是,是,0.29513277,配电箱,3.205752047,0.759226599,0.359347603,0.953568039,0.434144261,1.247659633,0.585400959,低风险
0.86359437,0.160778232,否,0.854598124,0.64770262,8.324368176,初级,无,无,19.02276405,20.18715945,0.218351846,是,是,0.264919219,配电箱,0.434287352,0.630153477,0.589667032,0.559792169,0.500587349,1.467999331,0.783193712,无风险
0.763177117,0.16701981,否,0.7621172,0.835866379,3.065331795,高级,≥2次,无,30.30831266,31.74961465,0.086842986,是,否,0.395550857,车辆,15.38529052,0.421806027,0,0.685373656,0.756434323,3.72807362,0.236568095,极高风险
0.650802676,0.522303926,否,0.727055497,0.767051998,20.70485002,高级,无,1次,42.47069058,31.45765052,0.576602464,是,是,0.777612113,塔吊,0.942455276,0.233135671,0.188100494,0.682192413,0.541520005,3.335617016,0.323822408,低风险
0.279978722,0.139767488,否,0.745473301,0.74956528,2.912990231,中级,无,≥2次,18.00415542,44.69799607,0.582131325,是,是,0.813486947,塔吊,73.73243693,0.617028196,1.50071E-12,0.352931273,0.440816433,7.749246007,0.336996534,高风险
0.585498498,0.377875897,否,0.768369793,0.642301406,0.071182543,无证,无,1次,73.80195821,22.35350796,0.184025,是,是,0.218456547,配电箱,25.57655587,0.58358886,0.046779894,0.761167107,0.682313293,2.627305429,0.659921404,高风险
0.580843593,0.199509586,否,0.701318656,0.728837782,4.192518312,中级,无,无,15.14847024,13.57690064,0.155279925,是,是,0.521388761,塔吊,4.794456629,0.418186721,0.551771525,0.962292846,0.977394637,1.31763018,0.366861052,无风险
0.530225404,0.241513161,否,0.745691067,0.820679847,3.833349497,中级,1次,无,29.84798373,30.64691301,0.027598714,是,是,0.876848261,塔吊,0.195055843,0.791904884,1.3294E-12,0.553087809,0.627230572,3.073103568,0.549934677,无风险
0.627855362,0.147197818,否,0.590976532,0.983943618,5.241229062,初级,无,无,13.08499317,53.09528922,0.5285472,是,是,0.960022852,塔吊,3.613373083,0.999998954,0.758393793,0.638878745,0.279380694,0.260611852,0.205707575,中风险
0.581277036,0.288902009,否,0.750584743,0.709370407,1.616936733,中级,无,无,10.91502827,96.80176869,0.355242649,是,是,0.307651897,深基坑,8.87275469,0.73752457,0.221307206,0.811024186,0.383247775,3.656228399,0.336836996,中风险
0.398862644,0.273962078,否,0.996418955,0.727705868,9.805240483,初级,无,无,21.94081198,40.90257372,0.506393555,是,是,0.721454984,配电箱,15.37266254,0.916999491,0.128674498,0.637926992,0.521603288,6.245005182,0.78595237,中风险
0.603693755,0.292600733,否,0.62526586,0.863220737,7.254600946,中级,无,≥2次,37.74794904,25.34254884,0.086964273,是,是,0.524184934,配电箱,20.73823132,0.64503818,0.239764105,0.783022133,0.573488611,2.388882425,0.853525223,中风险
0.241374601,0.921429741,否,0.487979731,0.78384056,12.77269594,中级,无,无,14.75418545,45.30013323,0.002886739,是,是,0.252594794,车辆,26.44999096,0.999999651,0.057851433,0.871474218,0.920457746,2.021785473,0.478152782,高风险
0.594762962,0.247819169,否,0.745695386,0.775487609,6.901825631,中级,1次,无,12.47988341,33.50106294,0.215833587,是,是,0.728737637,深基坑,18.82767179,0.639502028,0,0.716227601,0.623306309,1.902877507,0.363063106,无风险
0.677803321,0.800870103,否,0.762252514,0.956964944,6.233492749,初级,无,无,29.36566911,28.59195372,0.150512718,是,是,0.873677193,深基坑,24.09108085,0.820718038,0.03268099,0.921632699,0.766563818,2.462638063,0.513397179,中风险
0.921404317,0.403751213,否,0.774395593,0.789110486,1.129960369,初级,无,无,9.36905215,20.79925501,0.095575205,是,是,0.582569946,深基坑,5.440477349,0.432138711,0.482084746,0.776390921,0.429676145,3.395085136,0.593365676,低风险
0.81269829,0.16334262,否,0.692661786,0.716909578,31.64759865,中级,无,1次,19.16245472,12.29502847,0.16701875,是,是,0.685303488,配电箱,1.676487968,0.569319803,0.603611253,0.748371886,0.535301282,6.406734805,0.909216264,无风险
0.433887441,0.716041747,否,0.793148622,0.674596102,16.59958844,中级,无,1次,16.46074948,38.85251874,0.155074939,是,是,0.255042282,高支模,4.489745356,0.999999343,0.400901743,0.832264047,0.448432743,0.577463697,0.542331866,中风险
0.419549533,0.271089521,否,0.773898464,0.631414267,12.8739413,初级,1次,无,16.96224632,46.16753539,0.174952467,是,是,0.827161143,深基坑,8.078121014,0.1824615,0.317753568,0.905378613,0.612751657,0.643394412,0.517511734,低风险
0.132446649,0.283473887,是,0.669198095,0.856417728,15.99176482,初级,无,无,18.14619484,55.4543483,0.451726539,是,是,0.803242633,车辆,20.45215838,0.999995194,0,0.836167048,0.825426607,5.069641574,0.922380779,极高风险
0.701119459,0.793746974,否,0.902894366,0.673796712,10.68551128,初级,无,1次,48.1675004,26.70494732,0.013558849,是,是,0.369317908,高支模,1.60964489,0.999999052,1.60702E-12,0.739432483,0.496164955,5.669980155,0.300211058,低风险
0.809051314,0.466680671,否,0.637694977,0.747687604,29.58933655,中级,无,无,13.29959762,19.59635633,0.016735343,是,是,0.390027641,深基坑,2.368093243,0.692131473,0.130015346,0.941923185,0.836138751,1.813614196,0.838873064,无风险
0.51787426,0.524544234,否,0.799886502,0.845208022,8.337373789,初级,1次,无,10.79019852,13.37220714,0.130454839,是,否,0.464883576,深基坑,3.533798085,0.373746809,0.336272623,0.572186333,0.525427184,0.577469121,0.194122121,极高风险
0.526876849,0.502076818,否,0.661685377,0.874366487,8.623755278,高级,无,无,31.05618995,23.08512913,0.434754892,是,是,0.937894234,塔吊,17.34676872,0.753532036,0.232273849,0.769043715,0.903638694,5.590568221,0.261199808,无风险
0.701201705,0.196369211,否,0.622631208,0.819497424,10.33542682,中级,无,无,33.38773033,49.70863778,0.369093286,是,是,0.754189273,配电箱,2.278155812,0.788111568,0.511901161,0.89733567,0.493404397,1.28368129,0.477936302,无风险
0.716268848,0.196911818,否,0.891551552,0.902571121,7.896296646,高级,无,无,14.4391507,15.82745762,0.092939374,是,是,0.617776746,塔吊,0.181444532,0.661952481,0.338586149,0.797780778,0.857556075,0.131106678,0.379501132,无风险
0.895722224,0.236900312,否,0.659787039,0.776355335,21.5168827,中级,无,无,28.79196193,70.13408149,0.274957969,是,是,0.745071177,高支模,11.03730645,0.735588115,0.147936647,0.84563703,0.709759031,1.560981795,0.384269811,无风险
0.705276133,0.27853927,否,0.713829821,0.89054499,23.6113601,中级,无,无,35.21705811,22.53751367,0.107422191,是,是,0.172687015,高支模,2.870420049,0.435180112,0,0.997066022,0.282790462,4.14313996,0.425184824,中风险
0.500401319,0.161948095,否,0.5962297,0.81224818,6.297414725,高级,1次,无,33.5267707,15.99243807,0.570245043,是,是,0.831879932,配电箱,9.656193229,0.43043861,0.074789992,0.811402315,0.836663829,2.804835963,0.907710151,无风险
0.263747795,0.114797721,否,0.63111731,0.749742157,7.519175637,初级,无,无,49.68317445,20.10221885,0.053515375,是,是,0.266564564,车辆,5.146253244,0.355608751,0.300735581,0.941570862,0.501360717,1.104839029,0.502821232,低风险
0.84100381,0.484480171,否,0.896971579,0.85061592,16.62044358,中级,1次,≥2次,71.54374252,47.69894988,0.24518329,是,是,0.770579108,配电箱,28.02972602,0.757196527,0.26807697,0.769898173,0.964706974,1.847078641,0.833455053,低风险
0.391725449,0.271736083,否,0.724661933,0.859710937,1.698512455,中级,无,无,47.00710858,50.41165882,0.428761159,是,是,0.455900987,塔吊,56.92358185,0.581583,0.174397739,0.978739764,0.353957625,3.0953553,0.858795061,中风险
0.648547694,0.357120187,否,0.784343681,0.722520816,4.477313005,无证,无,1次,14.11899863,26.74307906,0.297387281,是,是,0.79104648,塔吊,84.62302043,0.853038593,0.714808928,0.951435389,0.367644426,0.778671489,0.660397559,极高风险
0.344591261,0.156006752,否,0.696318473,0.848841004,8.844998774,中级,无,≥2次,18.7878349,43.57085924,0.325671195,是,是,0.463534531,车辆,39.16989546,0.535996679,0.351072491,0.829425517,0.385498699,0.960781896,0.603180689,中风险
0.852911462,0.38451162,否,0.679552618,0.85658426,2.641179303,中级,≥2次,无,14.05990368,39.13479379,0.293645818,是,是,0.825140885,塔吊,0.443961587,0.29946616,1.34429E-12,0.912389348,0.165113046,3.136430394,0.668600046,低风险
0.628420172,0.336933786,否,0.629146707,0.972543512,2.251437078,中级,无,1次,31.12104584,12.5355213,0.132245269,是,是,0.523934777,塔吊,3.674119616,0.538603918,0.279077124,0.896433066,0.847062304,1.882289189,0.498415195,无风险
0.563442736,0.345359795,否,0.643404528,0.638167536,11.06421495,初级,无,无,90.3697852,23.06195752,0.156117735,是,是,0.894982693,深基坑,24.84585255,0.512838474,0.154525541,0.785819445,0.633102064,1.540192336,0.522940975,低风险
0.800894618,0.430444399,否,0.71468625,0.715985973,2.256834857,初级,1次,无,32.99168873,13.79108094,0.003512668,是,是,0.138511534,深基坑,16.21811589,0.999997613,0.090234745,0.615378235,0.443153515,1.919632111,0.795214259,高风险
0.733076396,0.189152554,否,0.718114958,0.586610392,9.567895962,高级,1次,1次,18.24853733,21.65424552,0.127654604,是,是,0.451238772,高支模,5.039269081,0.548798237,0.118582487,0.899288061,0.714148845,0.57241835,0.893904833,中风险
0.729473047,0.322351851,否,0.81169537,0.86368472,12.01430165,中级,无,无,37.15960333,43.6273756,0.231602075,是,是,0.752073072,深基坑,15.66116892,0.699014185,0,0.812485727,0.332696765,3.800590101,0.667544485,无风险
0.614002564,0.181184659,否,0.591670936,0.649819498,5.979252694,初级,无,无,8.853288802,45.23041983,0.03137253,否,是,0.753765444,车辆,8.976990992,0.882543604,0.045673202,0.887708369,0.802925543,2.117333278,0.655566498,高风险
0.240726785,0.407018153,否,0.732954977,0.747379632,9.067570016,高级,无,≥2次,13.53009847,38.97348007,0.131370594,是,是,0.749796428,高支模,16.76144911,0.202429919,0.320759576,0.670471685,0.30252243,4.404353783,0.884820363,中风险
0.27324794,0.546233026,否,0.609787306,0.833089281,10.36816468,高级,无,1次,15.14891297,23.03526437,0.364937827,否,是,0.093694323,配电箱,18.51707321,0.644222441,0.554374107,0.785092667,0.661360165,1.51488206,0.515346574,极高风险
0.40289884,0.19475628,否,0.828201416,0.655731799,31.38304531,高级,无,无,23.32723016,31.54138056,0.310516959,是,是,0.395497789,配电箱,35.28968054,0.999996201,0.114105637,0.865648166,0.545110147,0.98338946,0.807635041,无风险
0.724730504,0.226869868,否,0.770745195,0.858141096,22.70711074,中级,无,无,40.22342259,62.70017799,0.01289791,是,是,0.227502274,深基坑,12.96840823,0.999999008,0.677315693,0.85264471,0.390415594,0.757285746,0.648650831,低风险
0.633803074,0.811978413,否,0.735715288,0.633523508,4.671941499,初级,无,无,22.49084559,20.97736142,0.41493235,是,是,0.807395784,深基坑,0.985584971,0.625651432,0.280370617,0.708799234,0.735246587,1.365618142,0.848604138,中风险
0.366317262,0.339573901,否,0.552251357,0.561844129,0.657138686,无证,无,无,40.67354753,33.20112069,0.049277888,是,是,0.429180821,车辆,18.1056259,0.999999143,0.087345575,0.988275386,0.626667196,1.392452958,0.708690331,极高风险
0.698273033,0.135077983,否,0.820092779,0.848055217,21.85651529,无证,1次,无,21.21011918,35.15148373,0.117130296,是,是,0.771961351,车辆,20.46346783,0.66964254,0.186788506,0.869644307,0.375473835,1.519336216,0.332846412,高风险
0.207354574,0.258244677,否,0.79434171,0.837633914,9.895236709,高级,无,无,10.9110469,28.35582753,0.246255047,是,是,0.40275276,高支模,36.97023784,0.493185879,0.659094645,0.840189246,0.650826659,2.845131876,0.704936866,中风险
0.586895756,0.641209983,否,0.547685151,0.669044613,9.959558189,初级,无,无,20.08456206,25.17433201,0.287674908,是,是,0.790593729,塔吊,3.288107676,0.633330805,0.070946984,0.678257999,0.348093592,2.41765174,0.815943333,低风险
0.483398778,0.225580411,否,0.494090438,0.736875031,3.045718292,高级,无,无,33.10727954,27.30004187,0.36633802,否,是,0.951339505,高支模,23.01303438,0.827119259,0.815511764,0.75942181,0.326840257,4.535184801,0.398636177,极高风险
0.915503171,0.29072341,否,0.76089141,0.838791311,3.169413381,高级,1次,≥2次,21.75485077,28.06963839,0.829758561,是,是,0.862102487,配电箱,16.84615626,0.5096538,0.000861929,0.859264934,0.545449558,1.62518421,0.444727283,中风险
0.384175287,0.139756328,否,0.800592842,0.77674228,5.102516883,初级,无,无,21.79689666,42.91816153,0.374392738,是,是,0.878377322,车辆,14.52690697,0.253866659,0.415887783,0.884561215,0.727894603,5.759570268,0.530427632,中风险
0.309518724,0.099001136,否,0.648229925,0.704106875,1.024978919,中级,1次,无,17.42365215,13.25677802,0.207068719,是,是,0.820342971,车辆,2.374961529,0.795638704,0,0.91025047,0.889102263,2.593477043,0.935027943,无风险
0.386953715,0.256372948,否,0.618433499,0.798893362,15.50657736,无证,无,1次,44.19551796,30.11976631,0.527257047,是,是,0.65837664,配电箱,11.05961648,0.750331489,0.355085777,0.71015083,0.148894037,1.670533653,0.673605753,极高风险
0.813540324,0.610211714,否,0.744226187,0.625444434,7.692607648,高级,无,1次,32.19892716,18.38817986,0.249276032,是,是,0.434953812,深基坑,13.01569367,0.472546737,0.22458729,0.72304589,0.743517335,0.690543714,0.717612904,低风险
0.823208831,0.162250488,否,0.884246594,0.652093147,14.09398234,中级,无,无,12.04924967,19.54244182,0.091310118,是,是,0.849314175,深基坑,1.446218541,0.46724643,0.291583179,0.874712182,0.790824942,6.595454706,0.900314923,无风险
0.930524587,0.653876835,否,0.747047313,0.688191112,1.978942657,无证,无,≥2次,12.04092686,36.37334841,0.004293646,是,是,0.310433396,配电箱,62.94666612,0.130318898,0.148995424,0.718962638,0.572319045,1.516344328,0.910617007,极高风险
0.750829135,0.42286893,否,0.723340529,0.818857244,3.154780827,高级,无,无,10.81345189,30.99211313,0.138710266,是,是,0.717297537,高支模,6.666298985,0.905919765,0.626792908,0.683087819,0.660379994,1.652240373,0.376179383,无风险
0.375491791,0.098701265,否,0.783087647,0.726656206,10.23404716,高级,无,无,29.49091711,46.93809177,0.20060095,是,是,0.319919576,车辆,28.43406842,0.58984362,0.228298738,0.942230238,0.502869062,2.78044059,0.660291259,低风险
0.854884716,0.620837349,否,0.600160441,0.761882243,8.327620405,高级,无,无,18.52788056,42.19375598,0.452626178,是,是,0.524584134,车辆,5.663751933,0.122181079,0.217701138,0.731798963,0.922437846,2.216376731,0.674068138,低风险
0.692759681,0.634894961,否,0.687310082,0.76249845,10.29679021,初级,无,1次,12.93892047,33.67268315,0.311757741,是,是,0.638253654,塔吊,11.56664877,0.778682205,0.784034566,0.892169741,0.299837877,3.376243565,0.131207307,中风险
0.41781783,0.572209175,否,0.813019758,0.817709597,11.68642599,中级,无,≥2次,11.60748768,56.25319769,0.212245298,是,是,0.296878064,高支模,20.9821878,0.502416484,0.21222223,0.863934107,0.880524269,1.514721745,0.218412581,中风险
0.871314982,0.517514787,否,0.794474839,0.778555532,13.09390957,中级,无,无,23.90216526,63.75931767,0.113817096,是,是,0.935230906,深基坑,11.27239105,0.482829007,0.174594972,0.879679109,0.453869796,1.038023509,0.584719266,无风险
0.890057829,0.286046682,否,0.952719595,0.795217181,8.207935402,中级,无,无,23.41974126,41.16725612,0.080004509,是,是,0.416268485,深基坑,28.60607454,0.698409498,0.870087426,0.802424567,0.538541502,6.177051934,0.263363638,中风险
0.71163317,0.106263292,否,0.663390358,0.93131896,16.07074886,中级,1次,1次,39.47696718,47.47023076,0.00629597,是,否,0.810911048,配电箱,21.43462915,0.615478065,0.395719442,0.574049547,0.817441045,0.40803142,0.373425669,高风险
0.488598238,0.310567484,否,0.603652541,0.75006286,22.86203381,中级,1次,≥2次,8.934986635,32.16630108,0.599866091,是,是,0.812869758,高支模,4.77029957,0.999993846,0.244632409,0.630138183,0.506508219,4.811942844,0.912427775,中风险
0.76525429,0.283762154,否,0.745656589,0.884038232,0.964273679,中级,无,1次,12.87260698,43.08061002,0.107657987,是,是,0.438584656,配电箱,14.21644165,0.99999857,0.247325164,0.699835962,0.536213243,5.353655284,0.91142123,低风险
0.871643802,0.143251707,否,0.754516707,0.845940482,9.034942974,高级,1次,无,10.33839307,77.18156403,0.174279966,是,是,0.679525921,高支模,0.690678982,0.361322947,0.646346988,0.835095258,0.974737484,3.017716021,0.809158984,无风险
0.698152984,0.261475252,否,0.71746734,0.849869374,4.505513287,初级,无,无,31.82865053,82.89148621,0.174282694,是,是,0.805441037,车辆,39.45288925,0.709033537,0.043100241,0.812401512,0.207538728,0.798540549,0.529732592,低风险
0.405224254,0.15303046,否,0.552896543,0.795670284,12.66391724,初级,无,1次,55.81812099,23.34062618,0.238102731,是,是,0.884610575,深基坑,25.89919683,0.790425388,0,0.650052268,0.918130939,3.393196639,0.875401031,无风险
0.490886979,0.895748284,否,0.602777475,0.759072301,0.962487724,中级,无,无,25.45886248,54.04445017,0.14419387,是,是,0.662410931,塔吊,4.398104234,0.944231397,0.208560553,0.809480415,0.684712394,2.299041355,0.621382595,高风险
0.300394348,0.236162324,否,0.60214716,0.848724496,8.76231369,中级,无,≥2次,19.44349131,79.58836904,0.628257394,是,是,0.64796637,车辆,5.917961222,0.668954096,1.22493E-12,0.580748239,0.286861987,1.123202464,0.717312233,中风险
0.593264608,0.424405132,否,0.807358472,0.90067355,5.968195711,高级,无,无,28.02343054,33.9631541,0.505560513,是,是,0.60623845,高支模,30.33314688,0.361148336,0.196374875,0.712807363,0.639984135,1.082957866,0.868855739,低风险
0.318625174,0.26217599,否,0.639493338,0.727319721,3.499755465,中级,1次,≥2次,21.99626612,14.51510451,0.063897632,是,是,0.551370834,深基坑,2.289027237,0.999999749,0.200084354,0.982261084,0.582011259,0.828552728,0.324048473,低风险
0.807457778,0.434603434,否,0.721498224,0.884326647,23.18152869,高级,无,无,18.97963776,44.4913642,0.175148579,是,是,0.615779362,车辆,1.068637586,0.734665298,0.140557241,0.510541362,0.297562295,2.52937136,0.261970119,无风险
0.773163267,0.201464467,否,0.656384422,0.752376383,20.5440925,中级,无,无,5.695018467,14.55405686,0.465455591,是,是,0.741483761,配电箱,15.33366466,0.525703691,0.597919303,0.958206282,0.778244321,1.503773357,0.768304553,无风险
0.411360661,0.229749685,否,0.735046405,0.804345552,6.773784587,初级,无,无,20.8952381,23.06651739,0.030645322,是,是,0.762114207,车辆,4.02390057,0.928679102,0.140767345,0.759569524,0.962939996,4.371746889,0.494828197,无风险
0.842551823,0.5756926,否,0.791661195,0.980503691,10.07395153,中级,无,1次,40.58409419,33.4441711,0.010647402,是,是,0.908952839,塔吊,11.21603122,0.343586502,0.581337422,0.74761259,0.883930206,1.656893008,0.137238489,无风险
0.240840175,0.373454285,否,0.868726222,0.665706892,20.11028588,中级,无,1次,16.40930785,15.92500048,0.042447352,是,是,0.93081044,塔吊,15.82267739,0.835248218,0.05346935,0.78032881,0.930753083,1.666920225,0.307787462,无风险
0.758967782,0.158636913,否,0.742158926,0.73854572,3.33098422,中级,无,1次,21.99280142,23.34108531,0.024059205,是,是,0.352009251,车辆,12.75227255,0.926966401,0.049680339,0.909776903,0.94870497,5.076272898,0.103938668,无风险
0.772671241,0.135125541,否,0.831461856,0.847186294,2.940421951,初级,1次,无,23.28321624,10.01508586,0.19634279,是,是,0.826945432,高支模,0.790599165,0.663171765,0.147687064,0.854741543,0.67751625,0.969942491,0.687154366,无风险
0.638957072,0.190108039,否,0.727331657,0.790963058,1.687036641,初级,无,无,41.3132101,33.29769606,0.129661047,是,是,0.743285214,配电箱,20.1732574,0.561032449,0.361936252,0.948072184,0.404656943,2.241445568,0.814803369,低风险
0.9088824,0.374744744,否,0.789921256,0.859394823,21.06920651,中级,≥2次,无,21.43578889,14.43450145,0.54706076,是,否,0.491299633,深基坑,4.675751346,0.999999871,0.16733891,0.818958156,0.806612444,3.356967755,0.68703927,高风险
0.665243445,0.282451504,否,0.574358328,0.653755415,1.335098302,高级,无,无,14.32470273,19.45704206,0.283120289,是,是,0.569252883,深基坑,3.054387246,0.477338426,0.160448582,0.655504777,0.849318025,2.299143509,0.140528682,无风险
0.091932788,0.288095935,否,0.534514532,0.876138818,6.155146806,高级,无,1次,34.78931832,38.18472674,0.180126645,是,是,0.860294833,车辆,0.166679659,0.736656828,0.635767142,0.878824625,0.759468814,2.269415584,0.607063753,中风险
0.518787657,0.155951857,否,0.69896751,0.86592504,37.9785906,无证,无,无,27.82792413,21.8934594,0.20458272,是,是,0.610234289,配电箱,1.451018728,0.402719105,0.108488987,0.859787535,0.715390982,0.627608821,0.645585985,中风险
0.758495665,0.503931791,否,0.61818964,0.748954734,7.174324426,初级,无,1次,20.61759033,16.41498264,0.112014709,是,是,0.353193115,配电箱,25.11874174,0.11906087,1.06424E-12,0.801261521,0.672453392,2.950609345,0.745755232,中风险
0.743905729,0.172359193,否,0.64464651,0.813211098,5.064184177,中级,无,≥2次,20.01407931,20.46387682,0.076388411,是,是,0.747213404,高支模,12.76025045,0.584893488,0.346157945,0.821136946,0.453535164,5.797296787,0.593583926,中风险
0.786078044,0.274110807,否,0.546321416,0.768008793,10.70148521,高级,无,≥2次,12.38166564,25.64006924,0.027915069,是,是,0.781466284,塔吊,13.66957465,0.160379553,1.91432E-12,0.678090575,0.66812055,2.111727799,0.679945164,无风险
0.878587829,0.62779783,否,0.837764845,0.56174896,3.918720058,中级,无,1次,20.90688655,80.0490098,0.01950145,是,是,0.258274101,塔吊,12.7534683,0.615134857,0.204072251,0.794100797,0.172226535,3.628744316,0.216104301,极高风险
0.520024592,0.139177562,否,0.697335803,0.755931155,2.264251477,中级,无,无,18.41054364,28.01183996,0.405005604,是,是,0.975694856,配电箱,41.49074118,0.999999376,0.163721339,0.727331419,0.799236583,1.515689132,0.74911342,无风险
0.911649917,0.540800318,否,0.607902101,0.813873232,20.56982058,初级,无,≥2次,12.58347065,33.24827199,0.304930687,是,是,0.823458164,车辆,9.542391322,0.751271311,0.170410081,0.606912893,0.869614805,2.925406446,0.841758858,低风险
0.279404037,0.798418015,否,0.677525732,0.84130778,8.583510924,初级,无,无,13.50307507,17.18373723,0.198895628,是,是,0.218942354,高支模,5.245785248,0.551511529,0.122039806,0.701395924,0.552563484,1.270305543,0.759886813,中风险
0.933703932,0.612246416,否,0.90294142,0.794709336,6.533356366,高级,无,无,29.34055246,59.9257084,0.130056878,是,是,0.308167509,车辆,2.418881383,0.501514259,0.382411335,0.452658674,0.246028083,3.370236146,0.478993113,低风险
0.786454781,0.368641768,否,0.834113564,0.826065789,10.83710926,无证,无,1次,15.66180869,25.19768168,0.381078022,是,是,0.71044698,配电箱,18.39753993,0.739621299,0,0.933372126,0.807309404,3.524706265,0.611991927,高风险
0.78289921,0.182578763,否,0.718165225,0.717657319,6.859621688,中级,无,1次,20.51392342,47.73271534,0.254258424,是,是,0.419497955,深基坑,7.593345709,0.833068301,0.348891544,0.414807705,0.7173384,0.568654894,0.644260795,低风险
0.226607099,0.310941765,否,0.584498954,0.681407229,6.002414278,初级,无,无,11.24552947,30.15427233,0.028642424,是,否,0.339239585,深基坑,9.307944281,0.680277681,0.288347909,0.810290496,0.851086168,2.139302444,0.473291579,极高风险
0.511659484,0.157632501,否,0.585174938,0.874271833,5.560899348,中级,无,无,13.68674229,20.91327796,0.175474349,是,否,0.667018619,塔吊,0.656960768,0.545348437,0.055165221,0.753520188,0.820406409,1.801647982,0.790126977,中风险
0.294062314,0.107104305,否,0.824456464,0.824027509,1.258393381,初级,无,1次,30.48300003,26.85477002,0.305950729,是,是,0.199520626,车辆,2.928061354,0.869248476,0,0.787889958,0.93693347,1.674257674,0.582232623,中风险
0.143691812,0.155117736,否,0.677512395,0.715139839,18.44148433,中级,1次,无,13.66688954,60.99955652,0.524424172,是,是,0.072923861,深基坑,14.42375611,0.649483101,0.238070404,0.824600435,0.830324556,2.857453913,0.677232356,极高风险
0.717398036,0.314894401,否,0.736447754,0.764441775,20.12232326,中级,≥2次,无,19.36533739,24.50996447,0.618839379,是,是,0.52992838,配电箱,14.70114053,0.967523737,0.713325406,0.727499293,0.759717226,1.412001662,0.240199715,中风险
0.607300406,0.223195528,否,0.655061486,0.808427704,3.297315364,无证,无,1次,13.80786306,7.841050412,0.057261764,是,是,0.898754068,配电箱,8.073183018,0.653664258,0.287145048,0.8578842,0.675054709,4.036097192,0.849443656,高风险
0.51178472,0.201108579,否,0.59827539,0.765482091,7.856646759,初级,1次,≥2次,29.18619244,37.64035487,0.736405199,是,是,0.794963,塔吊,21.61426752,0.999999235,0.56886986,0.886969733,0.819936494,5.533041246,0.58668519,中风险
0.669759626,0.107945521,否,0.57585334,0.836044601,15.02201559,中级,无,1次,36.51839295,12.27345452,0.040873734,是,是,0.39619932,车辆,8.466730632,0.302534358,0.580459219,0.763234836,0.665480327,7.764016764,0.610995482,低风险
0.839345316,0.911564051,否,0.600043671,0.806405906,15.54882651,中级,无,1次,17.17754652,83.95000016,0.170104561,是,是,0.921142381,塔吊,16.80770938,0.64308118,0.404818091,0.608803437,0.711208486,2.986149118,0.795204415,高风险
0.918411838,0.175496691,否,0.644332749,0.610021517,5.034636462,高级,无,无,35.97666782,24.12324061,0.362971699,是,否,0.806833652,塔吊,27.01103304,0.999999007,0.513188105,0.912589217,0.741609229,2.07644242,0.609750684,高风险
0.924239796,0.325171594,否,0.614166435,0.643055814,24.66196772,初级,无,无,19.230386,7.472013994,0.042909483,是,是,0.313805271,车辆,1.548227115,0.693113935,1.00199E-12,0.617944802,0.253775031,0.498651001,0.785780155,无风险
0.567483534,0.240733907,否,0.734344063,0.64223604,10.57671107,初级,无,无,18.802483,62.75983743,0.029405089,是,是,0.925252533,高支模,21.44358657,0.629755818,0.208456148,0.893475292,0.83995765,2.537870902,0.844245515,无风险
0.24506547,0.806707075,否,0.65975694,0.659337987,14.75475875,无证,1次,1次,21.80972899,23.42532908,0.38155313,是,是,0.667572436,配电箱,34.19603252,0.772368683,0.310314852,0.660018133,0.443426735,1.905887206,0.602064084,极高风险
