health,fatigue,alcohol,emotion,safety_knowledge,experience,skill,accident_history,violation_history,distance,stay_time,overlap,authorized,ppe_fastened,protection_eff,hazard_type,impact_range,stability_margin,device_abnormality,sensor_coverage,alarm_effect,wind_speed,illumination,Label
0.57,0.39,否,0.78,0.72,0.82,中级,无,无,16.19,52.31,0.45,是,是,0.66,配电箱,4.03,0.8,0.42,0.51,0.81,5,0.81,高风险
0.96,0.54,否,0.55,0.79,12.51,中级,无,1次,23.47,14.88,0.04,是,是,0.44,配电箱,12.78,1,0.37,0.9,0.73,4,0.85,低风险
0.9,0.09,否,0.87,0.89,22.3,高级,无,1次,37.14,25.26,0.17,是,是,0.79,配电箱,27.51,0.81,0.25,0.71,0.54,3,0.4,无风险
0.74,0.62,否,0.64,0.73,15.12,初级,无,无,23.85,10.57,0.28,是,是,0.78,配电箱,0.31,1,0.06,0.65,0.74,2,0.23,无风险
0.79,0.26,否,0.71,0.8,3.77,高级,无,1次,29.23,17.48,0.23,是,是,0.83,配电箱,24.98,0.75,0.18,0.71,0.83,2,0.45,无风险
0.08,0.48,否,0.58,0.73,20.21,高级,无,无,18.04,20.09,0.02,是,是,0.59,深基坑,17.95,0.6,0.38,0.82,0.31,0,0.44,高风险
0.79,0.15,否,0.6,0.73,0.08,中级,无,1次,20.57,29.06,0.32,是,是,0.88,深基坑,14.82,1,0.8,0.9,0.69,1,0.63,低风险
0.63,0.43,否,0.7,0.89,5.45,初级,无,1次,32.7,52.84,0.45,是,是,0.35,高支模,6.52,0.74,0.45,0.81,0.81,2,0.79,极高风险
0.28,0.31,否,0.86,0.8,38.83,中级,1次,无,38.32,33.87,0.34,是,是,0.93,配电箱,12.19,0.69,0.3,0.61,0.56,5,0.63,中风险
0.83,0.34,否,0.63,0.95,20.38,高级,无,≥2次,21.57,61.61,0.73,是,是,0.92,车辆,19.9,1,0.14,0.84,0.62,5,0.46,高风险
0.69,0.33,否,0.75,0.6,13.23,中级,无,无,21.34,28.29,0.34,是,是,0.81,配电箱,7.57,0.75,0,0.77,0.64,3,0.27,高风险
0.37,0.2,否,0.76,0.92,1.77,中级,无,无,19.42,19.77,0.02,是,是,0.81,深基坑,0.27,0.41,0.06,0.8,0.53,2,0.54,无风险
0.3,0.2,否,0.78,0.68,10.61,无证,无,无,20.08,61.43,0.24,是,是,0.47,车辆,28.12,0.87,0.37,0.71,0.72,4,0.42,极高风险
0.71,0.41,否,0.64,0.74,0.47,中级,无,1次,21.89,99.9,0.02,是,是,0.58,配电箱,0.48,0.67,0.17,0.56,0.62,3,0.96,低风险
0.93,0.1,否,0.67,0.81,4.04,高级,无,无,5.69,26.35,0.01,是,是,0.75,高支模,60.8,1,0.63,0.79,0.44,3,0.61,低风险
0.58,0.15,否,0.61,0.71,29.22,高级,无,无,20.09,39.92,0.1,是,是,0.04,高支模,18.9,0.61,0.2,0.88,0.22,4,0.39,高风险
0.55,0.21,否,0.68,0.78,1.83,无证,无,1次,29.21,26.05,0.22,是,是,0.49,车辆,3.07,0.95,0.35,0.88,0.41,5,0.86,高风险
0.44,0.82,否,0.81,0.78,5.05,高级,1次,无,28.67,40.85,0.03,是,是,0.18,车辆,43.14,0.77,0,0.97,0.52,5,0.4,极高风险
0.51,0.18,否,0.69,0.85,7.21,中级,1次,1次,12.93,19.41,0.25,是,是,0.4,配电箱,28.82,0.85,0.54,0.84,0.72,2,0.71,高风险
0.41,0.14,否,0.69,0.61,5.72,初级,无,1次,5.17,17.62,0.55,是,是,0.78,配电箱,0.1,0.4,0.32,0.91,0.57,2,0.6,中风险
0.59,0.12,否,0.74,0.71,14.3,高级,无,无,14.14,13.76,0.02,是,是,0.81,高支模,17.33,1,0.37,0.88,0.84,1,0.31,无风险
0.85,0.35,否,0.71,0.77,1.95,中级,1次,无,7.94,56.91,0.34,是,是,0.69,塔吊,2.95,0.89,0.33,0.85,0.28,3,0.59,高风险
0.43,0.42,否,0.55,0.86,16.07,无证,无,无,25.03,26.46,0.03,是,是,0.67,高支模,29.64,1,0,0.91,0.76,2,0.86,高风险
0.77,0.4,否,0.58,0.82,12.59,初级,无,1次,20.41,21.82,0.35,是,是,0.25,高支模,32.24,0.56,0,0.9,0.31,0,0.84,极高风险
0.68,0.51,否,0.61,0.87,1.38,高级,无,≥2次,27.31,76.66,0.4,是,是,0.2,高支模,21.66,0.8,0.89,0.91,0.42,3,0.92,极高风险
0.68,0.18,否,0.56,0.76,12.27,无证,无,≥2次,16.04,42.72,0.09,是,是,0.82,车辆,16.76,0.81,0.29,0.77,0.86,2,0.56,高风险
0.79,0.13,否,0.71,0.7,15.25,初级,无,无,11.4,12.32,0.08,是,是,0.11,高支模,15.49,1,0.04,0.83,0.91,2,0.33,高风险
0.45,0.19,否,0.63,0.95,9.49,中级,无,无,18.79,26.56,0.37,是,否,0.89,塔吊,4.01,0.46,0.13,0.9,0.64,2,0.35,高风险
0.74,0.45,否,0.82,0.92,14.64,初级,1次,无,17.31,24.56,0.02,是,是,0.93,深基坑,11.54,1,0.75,0.69,0.53,1,0.58,低风险
0.79,0.43,否,0.6,0.69,3.02,中级,1次,1次,38.85,64.44,0.42,是,是,0.93,配电箱,20.97,0.8,0.47,0.86,0.45,3,0.91,极高风险
0.69,0.68,否,0.78,0.78,16.57,初级,无,1次,12.27,17.04,0.01,是,是,0.65,车辆,3.61,0.91,0,0.96,0.72,2,0.61,无风险
0.84,0.82,否,0.68,0.88,5.99,初级,1次,无,31.32,22.98,0.26,是,是,0.19,塔吊,13.46,0.46,0.99,0.95,0.58,7,0.86,极高风险
0.59,0.14,否,0.61,0.93,4.26,中级,1次,无,68.92,18.85,0.66,是,是,0.66,深基坑,7.63,1,0.78,0.77,0.8,1,0.49,中风险
0.89,0.49,否,0.57,0.88,18.79,中级,无,无,11.13,17.1,0.07,是,是,0.71,塔吊,3.27,0.7,0.23,0.86,0.68,2,0.38,无风险
0.52,0.45,否,0.73,0.74,2.53,无证,无,无,22.56,35.28,0.14,是,是,0.31,深基坑,16.28,0.56,0.27,0.94,0.57,1,0.75,高风险
0.53,0.14,否,0.77,0.72,0.82,高级,无,无,64.73,38.5,0.24,是,是,0.75,深基坑,6.97,1,0.1,0.9,0.2,4,0.64,无风险
0.54,0.52,否,0.69,0.67,2.59,中级,无,1次,34.32,50.98,0.05,是,是,0.9,塔吊,9.38,1,0.2,0.96,0.47,9,0.13,高风险
0.52,0.51,否,0.78,0.81,7.32,中级,无,1次,20.07,37.99,0.19,是,是,0.76,车辆,2.48,0.75,0.6,0.99,0.64,1,0.6,低风险
0.68,0.32,否,0.88,0.83,8.64,高级,1次,1次,49.18,27.82,0.26,是,是,0.8,塔吊,6.94,1,0,0.94,0.6,1,0.26,无风险
0.77,0.35,否,0.62,0.83,4.43,初级,无,无,21.38,35.03,0.25,是,是,0.43,高支模,1.64,0.65,0.22,0.95,0.88,6,0.85,低风险
0.82,0.75,否,0.58,0.77,8.75,中级,无,1次,43.61,47.19,0.08,是,是,0.73,塔吊,53.33,1,0.56,0.84,0.76,2,0.96,中风险
0.79,0.21,否,0.78,0.76,13.6,高级,无,无,14.55,9.19,0.03,是,是,0.25,深基坑,2.92,1,0.08,0.75,0.42,2,0.81,无风险
0.66,0.37,否,0.81,0.59,10.55,初级,无,1次,40.97,33.1,0.12,是,是,0.52,车辆,22.82,0.75,0.41,0.77,0.5,5,0.55,极高风险
0.79,0.27,否,0.69,0.82,11.03,初级,无,1次,13.98,20.39,0.19,是,是,0.6,深基坑,26.01,0.46,0.4,0.61,0.83,4,0.69,高风险
0.48,0.1,否,0.85,0.9,10.88,中级,无,无,47.07,27.64,0.03,是,是,0.72,配电箱,22.99,0.6,0,0.83,0.77,2,0.68,无风险
0.4,0.23,否,0.66,0.81,2.55,初级,1次,≥2次,48.03,44.54,0.04,是,是,0.47,车辆,9.86,0.58,0.25,0.85,0.55,2,0.65,极高风险
0.4,0.79,否,0.67,0.82,7.72,初级,无,1次,19.93,88.96,0.49,是,是,0.84,配电箱,15.19,1,0.5,0.71,0.73,1,0.65,极高风险
0.84,0.56,否,0.75,0.91,7.19,无证,无,无,20.91,9.66,0.25,是,是,0.8,深基坑,3.38,0.85,0.5,0.8,0.66,3,0.4,高风险
0.42,0.28,否,0.75,0.79,5.95,中级,无,1次,9.64,73.53,0.41,是,是,0.79,深基坑,13.49,0.8,0.67,0.91,0.37,1,0.78,高风险
0.63,0.24,否,0.63,0.66,20.41,中级,无,无,19.68,35.43,0.2,是,是,0.29,车辆,17.69,0.8,0.65,0.91,0.8,7,0.75,高风险
0.79,0.24,否,0.68,0.92,4.73,中级,1次,无,28.04,25.77,0.45,是,是,0.7,塔吊,38,0.82,0,0.91,0.3,2,0.65,低风险
0.55,0.31,否,0.64,0.84,12.48,中级,无,无,15.76,19.92,0.06,是,是,0.42,高支模,20.26,0.52,0,0.69,0.4,3,0.79,低风险
0.57,0.16,否,0.73,0.86,7.24,中级,无,无,23.88,13.42,0.2,否,是,0.74,车辆,3.19,1,0.9,0.79,0.32,4,0.73,高风险
0.31,0.52,否,0.48,0.82,4.75,中级,无,1次,13.95,28.18,0.09,是,是,0.74,深基坑,2.96,0.53,0.11,0.83,0.62,2,0.55,中风险
0.42,0.17,否,0.88,0.62,11.25,中级,无,无,26.99,8.01,0.28,是,是,0.62,车辆,20.16,1,0.24,0.76,0.4,7,0.56,中风险
0.8,0.4,否,0.69,0.75,20.8,初级,无,无,22.67,14.38,0,是,是,0.77,深基坑,7.39,0.57,0.25,0.94,0.35,1,0.47,无风险
0.75,0.74,否,0.8,0.81,25.26,中级,1次,1次,20,38.73,0.8,是,是,0.8,高支模,0.18,1,0.77,0.7,0.09,2,0.93,高风险
0.78,0.45,否,0.69,0.75,6.67,初级,无,无,16.88,26.61,0.12,是,是,0.49,深基坑,67.2,0.5,0.27,0.84,0.76,3,0.79,中风险
0.68,0.32,否,0.74,0.9,14.46,初级,1次,无,10.65,31.47,0.09,否,是,0.6,高支模,13.17,0.65,0.64,0.94,0.41,2,0.92,极高风险
0.55,0.42,否,0.91,0.93,4.46,高级,≥2次,1次,33.34,103.42,0.12,是,否,0.85,塔吊,2.52,0.53,0.38,0.78,0.63,4,0.21,极高风险
0.78,0.28,否,0.7,0.87,9.26,初级,1次,1次,41.21,12.35,0.01,是,是,0.7,高支模,1.04,0.68,0,0.78,0.92,3,0.62,无风险
0.73,0.4,否,0.63,0.66,2.82,中级,无,无,11.21,22.03,0.19,否,是,0.41,高支模,34.6,0.44,0.44,0.86,0.69,0,0.92,极高风险
0.75,0.69,否,0.7,0.68,1.52,中级,无,无,11.94,89.59,0.13,是,是,0.09,深基坑,0.27,1,0.75,0.98,0.61,3,0.37,高风险
0.85,0.44,否,0.42,0.85,15.81,初级,无,1次,10.89,35.2,0.35,是,是,0.98,塔吊,24.26,0.64,0.23,0.79,0.77,1,0.22,中风险
0.55,0.42,否,0.83,0.9,34.27,中级,无,1次,23.76,42.39,0.08,是,是,0.19,深基坑,18.3,0.22,0.18,0.92,0.22,2,0.77,高风险
0.74,0.45,否,0.65,0.73,5.38,初级,无,1次,61.4,35.5,0.2,是,是,0.26,高支模,29.84,0.48,0.35,0.7,0.6,3,0.5,极高风险
0.61,0.62,否,0.63,0.97,1.69,中级,无,1次,19.22,19.39,0.03,是,是,0.76,深基坑,11.42,1,0,0.87,0.63,3,0.64,无风险
0.39,0.22,否,0.78,0.86,1.21,无证,无,1次,17.06,41.42,0.21,是,是,0.78,配电箱,10.69,0.57,0.25,0.85,0.81,1,0.65,高风险
0.66,0.3,否,0.65,0.74,8.67,中级,1次,1次,10.62,49.11,0.03,是,是,0.87,深基坑,16.83,0.95,0.05,0.8,0.32,1,0.39,中风险
0.71,0.53,否,0.56,0.91,1.8,中级,无,无,26.06,28.69,0.35,是,是,0.44,车辆,19.99,0.31,0,0.65,0.46,3,0.92,高风险
0.48,0.87,否,0.65,0.73,17.21,中级,无,无,36.48,24.89,0.33,是,是,0.3,塔吊,13.27,0.3,0.04,0.63,0.48,4,0.56,高风险
0.41,0.23,否,0.6,0.9,8.61,初级,无,无,27.82,20.96,0.02,是,是,0.51,深基坑,2.54,0.73,0.1,0.85,0.65,3,0.55,无风险
0.31,0.63,否,0.55,0.9,0.97,高级,无,无,17.18,28.04,0.2,是,是,0.79,配电箱,7.49,0.56,0.33,0.88,0.21,3,0.85,高风险
0.86,0.42,否,0.6,0.74,2.53,初级,无,无,15.23,24.78,0.33,是,是,0.83,车辆,0.28,0.68,0.04,0.95,0.72,5,0.86,无风险
0.91,0.2,否,0.71,0.87,13.02,中级,无,无,47.42,29.68,0.07,是,是,0.5,配电箱,21.09,0.6,0.5,0.93,0.55,6,0.4,中风险
0.05,0.15,否,0.58,0.6,0.75,高级,无,无,32.89,31.34,0.02,是,是,0.62,配电箱,20.76,0.54,0.28,0.74,0.89,2,0.68,高风险
0.77,0.65,否,0.66,0.81,25.43,中级,无,无,15.56,40.97,0.15,是,是,0.97,配电箱,82.19,0.84,0.41,0.79,0.16,0,0.19,中风险
0.55,0.15,否,0.64,0.78,0.38,中级,无,无,31.86,25.2,0.22,是,是,0.24,深基坑,7.39,0.61,0.29,0.86,0.35,6,0.77,高风险
0.64,0.26,否,0.62,0.85,6.12,高级,无,1次,9.29,54.58,0.43,是,是,0.68,深基坑,1.8,0.32,0,0.89,0.38,1,0.68,低风险
0.51,0.2,否,0.75,0.8,20.36,高级,无,无,27.69,36.81,0.01,是,是,0.4,塔吊,8.71,0.57,0,0.83,0.47,1,0.71,无风险
0.84,0.21,否,0.8,0.74,0.69,高级,无,无,13.58,59.57,0.1,是,是,0.7,塔吊,0.17,0.69,0.12,0.79,0.85,2,0.52,无风险
0.13,0.29,否,0.57,0.99,8.66,高级,无,无,26.68,57.93,0.04,是,是,0.9,塔吊,16.86,0.71,0.24,0.95,0.79,4,0.64,高风险
0.74,0.29,否,0.87,0.58,10.81,无证,无,1次,44.05,73.83,0.05,是,是,0.58,配电箱,22.68,1,0.46,0.89,0.75,5,0.4,极高风险
0.19,0.36,否,0.59,0.62,4.56,初级,无,1次,23.5,25.49,0.36,是,是,0.89,塔吊,0.9,0.92,0,0.9,0.85,2,0.65,高风险
0.56,0.28,否,0.78,0.84,13.21,初级,无,1次,28.19,43.26,0.08,是,是,0.93,深基坑,61.41,0.87,0.08,0.95,0.78,1,0.51,低风险
0.69,0.42,否,0.77,0.86,17.67,中级,1次,1次,13.25,85.47,0.01,是,是,0.8,配电箱,18.38,0.46,0.12,0.63,0.26,2,0.88,高风险
0.75,0.17,否,0.66,0.74,13.66,初级,无,≥2次,30.07,39.04,0.06,是,是,0.91,深基坑,3.15,0.73,0.15,0.83,0.64,2,0.28,低风险
0.83,0.24,否,0.63,0.91,0.06,初级,无,无,21.41,40.63,0.06,是,是,0.95,塔吊,14.94,0.26,0,0.85,0.67,4,0.23,无风险
0.74,0.56,否,0.72,0.86,3.72,高级,无,≥2次,15.73,30.53,0.05,是,是,0.25,塔吊,48.76,0.61,0.15,0.63,0.6,0,0.48,极高风险
0.71,0.39,否,0.65,0.63,3.44,中级,无,无,16.07,22.24,0.64,是,是,0.92,配电箱,25.33,0.92,0.13,0.76,0.38,3,0.67,中风险
0.32,0.62,否,0.74,0.85,20.12,初级,无,≥2次,6.86,21.59,0.21,是,是,0.83,高支模,6.6,0.9,0.13,0.87,0.77,3,0.59,中风险
0.77,0.45,否,0.66,0.81,16.54,高级,无,无,8.84,26.1,0.02,是,是,0.83,深基坑,0.98,1,0,0.91,0.55,3,0.31,无风险
0.1,0.44,否,0.85,0.77,8.8,初级,1次,≥2次,14.95,40.51,0.15,是,是,0.37,高支模,2.95,0.65,0.04,0.73,0.85,4,0.39,极高风险
0.79,0.34,否,0.58,0.86,16.44,中级,1次,1次,21.77,9.11,0.46,是,是,0.9,配电箱,22.9,0.76,0.81,0.75,0.23,3,0.49,高风险
0.58,0.22,否,0.44,0.92,5.67,中级,无,1次,18.01,45.09,0.44,是,是,0.72,配电箱,17.22,0.67,0.06,0.9,0.35,1,0.37,高风险
0.68,0.27,否,0.7,0.72,18.76,中级,无,无,25.69,37.19,0.13,是,是,0.28,深基坑,13.67,0.56,0.28,0.98,0.79,0,0.38,低风险
0.29,0.18,否,0.71,0.72,15.22,中级,无,无,20.23,20,0.1,是,是,0.66,塔吊,1.81,0.74,0.25,0.88,0.31,8,0.75,低风险
0.59,0.33,否,0.69,0.93,4.56,中级,1次,无,19.02,24.29,0.24,是,是,0.68,配电箱,19.98,0.63,0.44,0.6,0.59,8,0.42,极高风险
0.6,0.18,否,0.68,0.65,6.33,初级,无,1次,16.6,22.96,0.02,是,是,0.94,塔吊,16.07,0.61,0.03,0.83,0.51,3,0.4,低风险
0.8,0.25,否,0.68,0.9,1.77,高级,无,无,52.28,15.38,0.03,是,是,0.82,车辆,20.1,0.78,0,0.81,0.56,1,0.8,无风险
0.34,0.38,否,0.77,0.77,7.49,初级,无,无,28.44,46.64,0.08,是,是,0.44,车辆,3.72,1,0.59,0.81,0.68,1,0.45,中风险
0.6,0.19,否,0.51,0.96,12.58,中级,无,无,39.5,66.81,0.14,是,是,0.72,塔吊,74.84,0.45,0.16,0.77,0.8,1,0.36,中风险
0.71,0.4,否,0.81,0.71,0.15,中级,1次,无,20.61,13.85,0.24,是,否,0.55,配电箱,10.76,0.76,0.54,0.75,0.3,6,0.44,极高风险
0.73,0.75,否,0.5,0.98,6.1,初级,无,≥2次,12.17,12.73,0.04,是,是,0.38,深基坑,1.26,0.21,0.08,0.95,0.75,2,0.78,高风险
0.92,0.36,否,0.87,0.91,39.83,中级,1次,1次,10.33,54.67,0.1,是,是,0.64,配电箱,60.25,0.8,0,0.39,0.46,1,0.69,低风险
0.29,0.56,否,0.75,0.77,7.8,中级,无,无,24.57,37.57,0.73,是,是,0.56,车辆,25.72,0.41,0.42,0.8,0.46,3,0.68,极高风险
0.76,0.19,否,0.68,0.94,24.47,初级,无,无,17.64,78.54,0.09,是,是,0.63,车辆,1.02,0.67,0.39,0.88,0.92,1,0.83,无风险
0.7,0.42,否,0.57,0.86,7.49,高级,无,无,23.07,26.71,0.57,是,是,0.45,深基坑,38.87,1,0.41,0.96,0.39,1,0.76,高风险
0.11,0.13,否,0.72,0.87,9.93,高级,无,≥2次,12.85,30.76,0.24,否,是,0.96,车辆,29.12,1,0.07,0.65,0.81,2,0.26,极高风险
0.77,0.14,否,0.69,0.99,0.7,中级,1次,无,17.54,8.81,0.05,是,是,0.87,高支模,36.04,0.93,0.15,0.91,0.82,4,0.7,无风险
0.81,0.36,否,0.66,0.85,7.7,中级,无,无,29.22,20.07,0.29,是,是,0.8,塔吊,14.86,0.78,0,0.41,0.39,5,0.78,无风险
0.76,0.15,否,0.58,0.99,2.91,高级,无,无,29.06,14.76,0.03,是,是,0.82,配电箱,32.27,1,0,0.85,0.8,1,0.88,无风险
0.74,0.5,否,0.8,0.8,5.12,中级,无,无,9.05,26.92,0.14,是,是,0.1,塔吊,1.75,1,0.32,0.96,0.44,5,0.78,高风险
0.1,0.44,否,0.74,0.74,2.11,初级,无,无,32.35,22.76,0.3,是,是,0.65,深基坑,15.91,0.14,0,0.88,0.84,3,0.91,高风险
0.46,0.45,否,0.85,0.78,29.81,初级,无,1次,18.81,23.48,0.06,是,否,0.83,塔吊,10.86,0.87,0.67,0.96,0.5,3,0.52,高风险
0.72,0.53,否,0.78,0.8,13.4,高级,无,1次,30.91,58.48,0.11,是,是,0.78,车辆,24.64,0.13,0,0.9,0.32,1,0.8,中风险
0.44,0.26,否,0.49,0.75,10.82,中级,无,1次,14.9,26.09,0.48,是,是,0.24,车辆,2.89,0.73,0.26,0.8,0.7,3,0.54,高风险
0.71,0.12,否,0.7,0.77,2.87,高级,无,无,15.6,15.81,0.11,是,是,0.81,高支模,8.95,0.27,0.33,0.89,0.68,0,0.05,高风险
0.82,0.22,否,0.68,0.9,11.73,中级,无,≥2次,15.45,29.64,0.26,是,是,0.91,高支模,17.05,0.31,0.11,0.97,0.83,3,0.57,低风险
0.63,0.45,否,0.56,0.86,4.89,高级,无,无,18.02,33.77,0.05,是,是,0.48,配电箱,4.5,1,0.49,0.61,0.64,1,0.5,中风险
0.77,0.25,否,0.63,0.88,25.75,中级,无,≥2次,17.14,22.4,0.23,是,是,0.89,深基坑,7.81,0.62,0.07,0.94,0.18,5,0.86,低风险
0.75,0.7,否,0.95,0.84,2.53,中级,1次,1次,15.28,15.36,0.18,是,是,0.34,深基坑,4.15,0.76,0.28,0.87,0.47,3,0.54,高风险
0.74,0.42,否,0.71,0.88,3.22,中级,无,≥2次,20.1,83.05,0.26,是,是,0.47,深基坑,6.89,0.7,0,0.65,0.73,0,0.58,高风险
0.59,0.27,否,0.78,0.8,17.17,中级,无,1次,7.87,79.9,0.05,是,是,0.36,配电箱,24.68,0.78,0.34,0.95,0.68,3,0.67,高风险
0.37,0.32,否,0.68,0.79,14.41,高级,无,无,20.56,55.63,0.32,是,是,0.9,配电箱,7.33,0.66,0.07,0.85,0.8,0,0.71,无风险
0.86,0.15,否,0.84,0.74,18.04,中级,无,无,31.34,49.56,0.32,是,是,0.96,配电箱,21.88,0.7,0,0.92,0.72,0,0.58,无风险
0.32,0.58,否,0.8,0.82,1.59,高级,1次,无,24.29,68.31,0.17,是,是,0.53,高支模,15.57,0.72,0.07,0.79,0.57,6,0.82,高风险
0.79,0.25,否,0.56,0.96,11.34,中级,1次,1次,19.85,15.13,0.01,是,是,0.66,车辆,66.01,0.44,0.29,0.86,0.69,3,0.88,中风险
0.54,0.3,否,0.69,0.74,10.7,初级,无,无,26.04,41.14,0.02,是,是,0.69,深基坑,4,0.84,0.03,0.8,0.79,3,0.97,无风险
0.02,0.14,否,0.57,0.65,1.1,高级,无,1次,11.7,46.45,0.59,是,是,0.2,车辆,22.79,1,0.27,0.86,0.59,5,0.79,极高风险
0.41,0.9,否,0.76,0.91,13.26,中级,1次,无,8.9,35.47,0.54,否,是,0.81,车辆,15.97,0.49,0.15,0.75,0.2,3,0.76,极高风险
0.6,0.24,否,0.64,0.67,10.05,中级,无,无,19.71,11.59,0.45,是,是,0.82,深基坑,8.4,0.66,0,0.73,0.76,7,0.43,无风险
0.66,0.36,否,0.72,0.74,6.51,中级,无,无,42.71,19.76,0.22,是,否,0.26,高支模,2.38,0.75,0.51,0.88,0.57,2,0.46,极高风险
0.35,0.21,否,0.66,0.76,16.5,无证,无,无,31.64,22.8,0.06,是,是,0.49,塔吊,19.84,0.9,0,0.88,0.77,1,0.84,高风险
0.75,0.35,否,0.71,0.9,23.01,无证,无,无,11.57,28.22,0.12,是,是,0.89,塔吊,0.43,0.75,0.32,0.75,0.72,5,0.8,高风险
0.79,0.76,否,0.5,0.87,4.44,中级,无,无,22.46,11.26,0.2,是,是,0.86,高支模,5.77,0.68,0,0.88,0.49,0,0.44,无风险
0.26,0.21,否,0.64,0.93,0.34,中级,无,无,10.21,23.26,0.49,否,是,0.83,深基坑,3.68,1,0,0.91,0.68,3,0.24,高风险
0.57,0.32,否,0.7,0.77,6.02,高级,1次,1次,55.41,108.05,0.11,是,是,0.39,配电箱,19.6,0.64,0.62,0.79,0.92,3,0.86,极高风险
0.82,0.2,否,0.8,0.77,7.31,中级,无,无,14.29,47.64,0.05,是,是,0.96,配电箱,14.42,0.8,0.54,0.64,0.18,1,0.22,中风险
0.3,0.22,否,0.72,0.85,19.25,中级,无,无,24.88,79.81,0.34,是,是,0.75,深基坑,64.55,1,0,0.86,0.67,1,0.72,低风险
0.76,0.54,否,0.83,0.78,9.98,中级,无,≥2次,19.47,57.74,0.2,是,是,0.2,深基坑,22.46,0.79,0,0.87,0.61,2,0.58,极高风险
0.81,0.53,否,0.7,0.87,32.75,中级,无,无,22.75,22.24,0.15,否,是,0.95,车辆,55.26,1,0.31,0.77,0.61,6,0.43,高风险
0.88,0.22,否,0.77,0.77,25.82,初级,1次,无,14.81,20.15,0.55,是,否,0.52,塔吊,15,0.53,0.82,0.69,0.71,1,0.34,极高风险
0.6,0.71,否,0.68,0.76,1.52,中级,无,无,36.2,36.48,0.15,是,是,0.78,塔吊,17.84,0.31,0.29,0.61,0.84,2,0.92,中风险
0.98,0.88,否,0.91,0.79,16.96,中级,无,无,8.03,23.33,0.22,是,是,0.43,配电箱,5.54,1,0.03,0.99,0.34,2,0.4,高风险
0.54,0.32,否,0.77,0.88,4.83,中级,无,无,39,34.5,0.26,是,是,0.76,配电箱,33.06,0.83,0,0.44,0.85,2,0.6,无风险
0.88,0.42,否,0.78,0.67,0.12,高级,无,无,34.21,47.95,0.34,是,是,0.91,车辆,13.26,0.77,0.65,0.55,0.17,5,0.69,高风险
0.66,0.3,否,0.81,0.77,9.27,初级,无,无,28.52,26.38,0.01,是,是,0.87,配电箱,17.07,0.92,0.19,0.6,0.59,4,0.63,低风险
0.31,0.23,否,0.61,0.7,1.56,初级,无,1次,8.27,10.59,0.42,是,是,0.86,深基坑,11.52,1,0,0.88,0.36,3,0.4,中风险
0.88,0.73,否,0.8,0.8,18.33,中级,1次,无,23.62,74.67,0.34,是,是,0.86,塔吊,22.35,0.69,0.11,0.56,0.87,5,0.76,低风险
0.51,0.25,否,0.53,0.88,7.56,中级,无,无,13.61,11.95,0.08,是,是,0.56,车辆,7.85,1,0.16,0.6,0.49,4,0.68,低风险
0.12,0.32,否,0.58,0.71,13.45,初级,无,1次,16.46,22.72,0.19,是,是,0.88,塔吊,1.86,1,0,0.67,0.58,8,0.83,极高风险
0.33,0.35,否,0.58,0.79,17.79,初级,无,无,19.27,29.86,0.48,是,是,0.87,深基坑,26.92,0.61,0.23,0.65,0.51,1,0.66,高风险
0.91,0.51,否,0.91,0.73,3.85,初级,无,无,9.55,26.34,0.04,是,是,0.7,塔吊,22.31,1,0,0.9,0.64,1,0.81,无风险
0.48,0.09,否,0.71,0.68,26.5,无证,无,无,10.8,43.15,0.09,是,是,0.97,配电箱,23.59,0.34,0,0.98,0.89,0,0.54,高风险
0.7,0.22,否,0.64,0.84,9.45,无证,1次,≥2次,16.14,43.99,0.07,是,否,0.75,车辆,21.68,1,0.04,0.72,0.29,2,0.37,极高风险
0.77,0.35,否,0.57,0.73,6.94,中级,无,无,12.5,23.34,0.11,是,是,0.45,车辆,27.56,0.57,0,0.66,0.44,3,0.68,中风险
0.75,0.17,否,0.84,0.75,0.83,初级,无,无,27.34,61.69,0,是,是,0.29,深基坑,2.25,1,0.16,0.83,0.75,0,0.51,无风险
0.63,0.39,否,0.54,0.86,9.38,中级,无,无,24.47,35,0.07,是,是,0.74,塔吊,2.37,0.75,0.18,0.81,0.78,4,0.93,无风险
0.72,0.34,否,0.7,0.67,17.56,初级,无,无,13.75,30.65,0.16,是,是,0.87,深基坑,11.95,0.45,0,0.94,0.72,1,0.31,无风险
0.39,0.28,否,0.65,0.89,7.41,初级,无,1次,10.51,102.68,0.65,是,是,0.77,深基坑,43.37,0.94,0.18,0.92,0.84,5,0.62,极高风险
0.77,0.72,否,0.59,0.68,36.29,中级,无,1次,22.27,5.96,0.17,是,是,0.62,高支模,5.4,0.61,0.01,0.86,0.68,6,0.73,无风险
0.67,0.43,是,0.77,0.78,6.32,高级,无,无,15.35,8.42,0.67,是,是,0.35,车辆,21.06,0.76,0.34,0.85,0.42,3,0.44,极高风险
0.89,0.55,否,0.75,0.93,11.63,中级,无,1次,25.53,51.63,0.1,是,是,0.59,塔吊,56.27,0.74,0.47,0.72,0.55,7,0.8,极高风险
0.74,0.08,否,0.5,0.81,7.23,中级,1次,≥2次,22.66,23.36,0.42,是,是,0.95,塔吊,27.17,0.47,0.39,0.76,0.72,4,0.64,高风险
